reestr_number,href,stage,description,price,order_number
2165542739521000038,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000038,Исполнение завершено,"№ 
                                        
                                        2021.003","8 999 990,90 ₽",811500001121000003
2553300684821000005,/epz/contract/contractCard/common-info.html?reestrNumber=2553300684821000005,Исполнение,"№ 
                                        
                                        5","114 774,00 ₽",352200010721000001
2246619874421000002,/epz/contract/contractCard/common-info.html?reestrNumber=2246619874421000002,Исполнение завершено,"№ 
                                        
                                        212246619874424660100100280006201246","2 732 500,00 ₽",119200000121000070
2312401677821000012,/epz/contract/contractCard/common-info.html?reestrNumber=2312401677821000012,Исполнение,"№ 
                                        
                                        DEP-2021-9","8 000 000,00 ₽",126200000421000260
2551500983921000006,/epz/contract/contractCard/common-info.html?reestrNumber=2551500983921000006,Исполнение,"№ 
                                        
                                        Ф.2021.1","157 614,00 ₽",352200001721000001
2920400268321000004,/epz/contract/contractCard/common-info.html?reestrNumber=2920400268321000004,Исполнение,"№ 
                                        
                                        01/ГК","2 019 850,00 ₽",274200000121000001
2771482395821000011,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000011,Исполнение завершено,"№ 
                                        
                                        69-Р-026/21","58 000 000,00 ₽",173200001421000068
2770135608621000037,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000037,Исполнение завершено,"№ 
                                        
                                        36/03/21","345 990 000,00 ₽",173200001421000069
2771049802321000016,/epz/contract/contractCard/common-info.html?reestrNumber=2771049802321000016,Исполнение,"№ 
                                        
                                        6541211/1103/2021","694 887,02 ₽",373200654121000001
2526207626021000011,/epz/contract/contractCard/common-info.html?reestrNumber=2526207626021000011,Исполнение,"№ 
                                        
                                        1-2021-ЭА","99 500,00 ₽",332300007921000001
3280103201521000011,/epz/contract/contractCard/common-info.html?reestrNumber=3280103201521000011,Исполнение,"№ 
                                        
                                        2021.0020","11 999 060,08 ₽",123300008221000020
2440100936821000008,/epz/contract/contractCard/common-info.html?reestrNumber=2440100936821000008,Исполнение завершено,"№ 
                                        
                                        Ф.2020.120798","765 747,00 ₽",841200000721000062
2263405191521000039,/epz/contract/contractCard/common-info.html?reestrNumber=2263405191521000039,Исполнение,"№ 
                                        
                                        0121200004721000046ок","5 220 000,00 ₽",121200004721000046
3741503192221000016,/epz/contract/contractCard/common-info.html?reestrNumber=3741503192221000016,Исполнение,"№ 
                                        
                                        ИТ-ПО-01","1 716 935,00 ₽",169300035821000061
1771053836421000005,/epz/contract/contractCard/common-info.html?reestrNumber=1771053836421000005,Исполнение,"№ 
                                        
                                        12-юр","54 934 216,00 ₽",173100008521000003
2230107059821000004,/epz/contract/contractCard/common-info.html?reestrNumber=2230107059821000004,Исполнение,"№ 
                                        
                                        0318200025521000001","140 700,00 ₽",318200025521000001
2380817187721000004,/epz/contract/contractCard/common-info.html?reestrNumber=2380817187721000004,Исполнение завершено,"№ 
                                        
                                        72-57-05","300 000,00 ₽",134200012621000001
1272209995521000020,/epz/contract/contractCard/common-info.html?reestrNumber=1272209995521000020,Исполнение,"№ 
                                        
                                        0122400000121000005","180 000,00 ₽",122400000121000005
2551510299721000006,/epz/contract/contractCard/common-info.html?reestrNumber=2551510299721000006,Исполнение,"№ 
                                        
                                        4","136 194,00 ₽",352200019721000001
2590229263221000001,/epz/contract/contractCard/common-info.html?reestrNumber=2590229263221000001,Исполнение,"№ 
                                        
                                        4-2021","2 140 600,00 ₽",156200004321000001
3741503192221000026,/epz/contract/contractCard/common-info.html?reestrNumber=3741503192221000026,Исполнение,"№ 
                                        
                                        ИТ-ПО-03","122 496,00 ₽",169300035821000066
2183114296921000005,/epz/contract/contractCard/common-info.html?reestrNumber=2183114296921000005,Исполнение завершено,"№ 
                                        
                                        21","21 454 731,00 ₽",813500000121000869
2665809196021000014,/epz/contract/contractCard/common-info.html?reestrNumber=2665809196021000014,Исполнение завершено,"№ 
                                        
                                        0162200002921000010","380 000,00 ₽",162200002921000010
2298300930721000020,/epz/contract/contractCard/common-info.html?reestrNumber=2298300930721000020,Исполнение завершено,"№ 
                                        
                                        0884200000621000002","2 663 100,00 ₽",884200000621000002
3270300015021000011,/epz/contract/contractCard/common-info.html?reestrNumber=3270300015021000011,Исполнение,"№ 
                                        
                                        10","1 500 000,00 ₽",122300014421000008
2770135608621000040,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000040,Исполнение,"№ 
                                        
                                        38/04/21","352 499 737,69 ₽",173200001421000126
2616302165721000027,/epz/contract/contractCard/common-info.html?reestrNumber=2616302165721000027,Исполнение,"№ 
                                        
                                        01582000033210000160001/68","290 000,00 ₽",158200003321000016
