reestr_number,href,stage,description,price,order_number
1770640629121000037,/epz/contract/contractCard/common-info.html?reestrNumber=1770640629121000037,Исполнение,"№ 
                                        
                                        140-34/2021","6 800 000,00 ₽",173100009221000023
2771921079321000077,/epz/contract/contractCard/common-info.html?reestrNumber=2771921079321000077,Исполнение прекращено,"№ 
                                        
                                        107-21-ЭА","161 500,00 ₽",873500000821000572
3235204541621000001,/epz/contract/contractCard/common-info.html?reestrNumber=3235204541621000001,Исполнение завершено,"№ 
                                        
                                        03183000088210000610001","300 000,00 ₽",318300008821000061
2420521406421000006,/epz/contract/contractCard/common-info.html?reestrNumber=2420521406421000006,Исполнение,"№ 
                                        
                                        22-ЭА","5 656 500,00 ₽",139200000121000923
2165542739521000039,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000039,Исполнение завершено,"№ 
                                        
                                        2021.005","6 331 930,00 ₽",811500001121000005
3665837473621000041,/epz/contract/contractCard/common-info.html?reestrNumber=3665837473621000041,Исполнение,"№ 
                                        
                                        103-09/44РН","2 700 000,00 ₽",162300005321000259
1771358337221000012,/epz/contract/contractCard/common-info.html?reestrNumber=1771358337221000012,Исполнение,"№ 
                                        
                                        0348100082721000015","164 312,00 ₽",348100082721000015
2773141945621000056,/epz/contract/contractCard/common-info.html?reestrNumber=2773141945621000056,Исполнение завершено,"№ 
                                        
                                        0373200597221000011_295062","2 885 440,36 ₽",373200597221000011
1770584623621000008,/epz/contract/contractCard/common-info.html?reestrNumber=1770584623621000008,Исполнение,"№ 
                                        
                                        0173100013821000002","14 800 000,00 ₽",173100013821000002
2770963906121000003,/epz/contract/contractCard/common-info.html?reestrNumber=2770963906121000003,Исполнение завершено,"№ 
                                        
                                        К/21-7","1 500 000,00 ₽",373200077921000001
2770963906121000004,/epz/contract/contractCard/common-info.html?reestrNumber=2770963906121000004,Исполнение,"№ 
                                        
                                        К/21-8","2 500 000,00 ₽",373200077921000002
2970512610421000058,/epz/contract/contractCard/common-info.html?reestrNumber=2970512610421000058,Исполнение завершено,"№ 
                                        
                                        ЭК-15/04/21/1-МСКР","399 733 711,32 ₽",173200001421000198
2771482395821000014,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000014,Исполнение завершено,"№ 
                                        
                                        69-Р-036/21","40 595 900,00 ₽",873500000621000004
3222100318721000007,/epz/contract/contractCard/common-info.html?reestrNumber=3222100318721000007,Исполнение завершено,"№ 
                                        
                                        0317300301921000137","495 000,00 ₽",317300301921000137
2590600258121000004,/epz/contract/contractCard/common-info.html?reestrNumber=2590600258121000004,Исполнение завершено,"№ 
                                        
                                        16/2021-02","300 000,00 ₽",156200000921000003
2344416428521000007,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000007,Исполнение,"№ 
                                        
                                        29-21","1 300 000,00 ₽",129200005321000249
1771001099021000015,/epz/contract/contractCard/common-info.html?reestrNumber=1771001099021000015,Исполнение,"№ 
                                        
                                        0348100021021000004-0008931-01","9 800 000,00 ₽",348100021021000004
1780203042921000458,/epz/contract/contractCard/common-info.html?reestrNumber=1780203042921000458,Исполнение,"№ 
                                        
                                        03721000496210001810001","278 666,67 ₽",372100049621000181
1770640629121000077,/epz/contract/contractCard/common-info.html?reestrNumber=1770640629121000077,Исполнение,"№ 
                                        
                                        140-38/2021","5 500 000,00 ₽",173100009221000026
2212805451821000001,/epz/contract/contractCard/common-info.html?reestrNumber=2212805451821000001,Исполнение,"№ 
                                        
                                        01/2021","2 414 700,00 ₽",115200001121000309
2590222142321000010,/epz/contract/contractCard/common-info.html?reestrNumber=2590222142321000010,Исполнение,"№ 
                                        
                                        4/ОК-2021","57 147 666,62 ₽",156200009921000096
1770153780821000027,/epz/contract/contractCard/common-info.html?reestrNumber=1770153780821000027,Исполнение,"№ 
                                        
                                        Ф-11-кс-2021","23 520 000,00 ₽",173100003121000006
3165515110821000023,/epz/contract/contractCard/common-info.html?reestrNumber=3165515110821000023,Исполнение,"№ 
                                        
                                        1-ЭОК","31 479 000,00 ₽",811300008321000051
1770656053621000020,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000020,Исполнение,"№ 
                                        
                                        0009-05-21","9 990 000,00 ₽",173100010921000009
2344405932221000006,/epz/contract/contractCard/common-info.html?reestrNumber=2344405932221000006,Исполнение,"№ 
                                        
                                        1873813","919 154,00 ₽",329200062221000794
3470308364021000014,/epz/contract/contractCard/common-info.html?reestrNumber=3470308364021000014,Исполнение,"№ 
                                        
                                        0145300005221000036","310 000,00 ₽",145300005221000036
2890101721221000015,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000015,Исполнение завершено,"№ 
                                        
                                        19-2021","985 277,50 ₽",190200000321001720
2667111350021000002,/epz/contract/contractCard/common-info.html?reestrNumber=2667111350021000002,Исполнение,"№ 
                                        
                                        01622000055210000020001","810 000,00 ₽",162200005521000002
1770823463321000007,/epz/contract/contractCard/common-info.html?reestrNumber=1770823463321000007,Исполнение,"№ 
                                        
                                        02-21ЭК","221 073 333,33 ₽",173100011221000002
