reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0162300011621000027,/epz/order/notice/ea44/view/common-info.html?regNumber=0162300011621000027,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по предпроектному обследованию и проведению комплекса организационно-технических мероприятий (аттестационных испытаний) государственных информационных систем на соответствие требованиям защиты информации,АДМИНИСТРАЦИЯ СЕРОВСКОГО ГОРОДСКОГО ОКРУГА,/epz/organization/view/info.html?organizationId=779367,"242 550,00 ₽",26.03.2021,09.04.2021,09.04.2021,8890627
0373100127221000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0373100127221000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по комплексному анализу защищенности внешних информационных ресурсов МВД России (в рамках государственного оборонного заказа).,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНЫЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""",/epz/organization/view/info.html?organizationId=1232702,"4 278 666,67 ₽",07.04.2021,20.04.2021,15.04.2021,8890627
0173100006521000009,/epz/order/notice/ok504/view/common-info.html?regNumber=0173100006521000009,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме","Оказание услуг по проведению экспертизы исполнения государственного контракта от 20.11.2020 № 0173100006520000046 (КМИ 174.00100174.20.Р.37976.01, 12-ОК-ИКТ)",ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО ТУРИЗМУ,/epz/organization/view/info.html?organizationId=784967,"599 500,00 ₽",09.04.2021,21.05.2021,04.05.2021,8890627
0173100009521000037,/epz/order/notice/ok504/view/common-info.html?regNumber=0173100009521000037,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме","Оказание услуг по экспертно-аналитической подготовке первичных бюджетных данных для наполнения автоматизированной информационной системы мониторинга бюджетного процесса ""Бюджетный помощник"" Министерства промышленности и торговли Российской Федерации"", шифр ""Наполнение 2021""",МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ,/epz/organization/view/info.html?organizationId=762066,"13 500 000,00 ₽",16.04.2021,20.05.2021,20.05.2021,8890627
0390100006921000007,/epz/order/notice/ea44/view/common-info.html?regNumber=0390100006921000007,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по периодическому контролю защищенности технических средств обработки информатизации ( в сфере ИКТ),  по периодическому контролю защищенности  выделенных помещений Суда Ямало-Ненецкого автономного округа.",СУД ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА,/epz/organization/view/info.html?organizationId=735126,"295 150,01 ₽",19.04.2021,30.04.2021,29.04.2021,8890627
0820500000821002829,/epz/order/notice/ea44/view/common-info.html?regNumber=0820500000821002829,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Выполнение работ по переводу исполнительных органов государственной власти Приморского края на использование отечественного офисного программного обеспечения,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК ПРИМОРСКОГО КРАЯ""",/epz/organization/view/info.html?organizationId=2258214,"5 195 410,00 ₽",29.04.2021,19.05.2021,13.05.2021,8890627
0133200001721001119,/epz/order/notice/ea44/view/common-info.html?regNumber=0133200001721001119,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Актуализация системы обеспечения информационной безопасности и переаттестация информационной системы ПК ""WEB-Торги""",ДЕПАРТАМЕНТ КОНКУРСОВ И АУКЦИОНОВ ИВАНОВСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=784829,"935 074,00 ₽",30.04.2021,18.05.2021,17.05.2021,8890627
0188100002321000007,/epz/order/notice/ea44/view/common-info.html?regNumber=0188100002321000007,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по проведению мероприятий по ежегодному контролю автоматизированных рабочих мест,АРБИТРАЖНЫЙ СУД ЧУКОТСКОГО АВТОНОМНОГО ОКРУГА,/epz/organization/view/info.html?organizationId=661328,"300 000,00 ₽",14.05.2021,02.06.2021,31.05.2021,8890627
0131100004521000023,/epz/order/notice/ea44/view/common-info.html?regNumber=0131100004521000023,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Аттестация защищенности технических средств обработки информации (в области ИКТ),ДЕВЯТНАДЦАТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД,/epz/organization/view/info.html?organizationId=625240,"200 000,00 ₽",14.05.2021,26.05.2021,26.05.2021,8890627
0819300038021000123,/epz/order/notice/ea44/view/common-info.html?regNumber=0819300038021000123,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по аттестации объекта информации (на базе планшетного компьютера) на соответствие требованиям безопасности информации, содержащей сведения составляющие государственную тайну с поставкой средств защиты для нужд Администрации ЗАТО г.Зеленогорска","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУПОК, ПОДДЕРЖКИ ПРЕДПРИНИМАТЕЛЬСТВА И ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ Г. ЗЕЛЕНОГОРСКА""",/epz/organization/view/info.html?organizationId=2146602,"236 960,67 ₽",20.05.2021,02.06.2021,28.05.2021,8890627
0394100001421000009,/epz/order/notice/ea44/view/common-info.html?regNumber=0394100001421000009,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по периодическому контролю защищенности технических средств обработки информации,АРБИТРАЖНЫЙ СУД ЧЕЧЕНСКОЙ РЕСПУБЛИКИ,/epz/organization/view/info.html?organizationId=613856,"200 000,00 ₽",20.05.2021,28.05.2021,28.05.2021,8890627
0103200007921000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0103200007921000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуги по аттестации информационной системы персональных данных и передаче права на использование ПO Vip Net Client for Windows 4.x (КС2) (сеть 1274) для Министерства промышленности и торговли Республики Дагестан.,МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РЕСПУБЛИКИ ДАГЕСТАН,/epz/organization/view/info.html?organizationId=1851678,"146 346,63 ₽",01.06.2021,09.06.2021,09.06.2021,8890627
0115200000921000007,/epz/order/notice/zk20/view/common-info.html?regNumber=0115200000921000007,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Оказание услуг по оценке эффективности защиты информации объектов информатизации от утечек по техническим каналам и от несанкционированного доступа,АДМИНИСТРАЦИЯ ГЛАВЫ ЧУВАШСКОЙ РЕСПУБЛИКИ,/epz/organization/view/info.html?organizationId=689133,"481 466,67 ₽",02.06.2021,10.06.2021,09.06.2021,8890627
0816500000621007367,/epz/order/notice/ea44/view/common-info.html?regNumber=0816500000621007367,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по метрологическому обслуживанию оборудования (проведению поверки средств измерений),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""",/epz/organization/view/info.html?organizationId=2225649,"294 576,00 ₽",02.06.2021,11.06.2021,10.06.2021,8890627
0137200001221002448,/epz/order/notice/ea44/view/common-info.html?regNumber=0137200001221002448,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по оценке эффективности реализованных в рамках системы защиты персональных данных мер по обеспечению безопасности персональных данных,МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=637279,"3 581 352,23 ₽",02.06.2021,16.06.2021,16.06.2021,8890627
0137200001221002491,/epz/order/notice/ea44/view/common-info.html?regNumber=0137200001221002491,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Услуги по проведению обследования и аттестации информационных систем персональных данных,МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=637279,"125 050,00 ₽",04.06.2021,18.06.2021,16.06.2021,8890627
0280100000121000013,/epz/order/notice/ea44/view/common-info.html?regNumber=0280100000121000013,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по проведению аттестации информационных систем персональных данных Территориального фонда обязательного медицинского страхования Республики Хакасия по требованиям безопасности информации,ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ ХАКАСИЯ,/epz/organization/view/info.html?organizationId=613224,"157 440,00 ₽",07.06.2021,18.06.2021,15.06.2021,8890627
0103200007921000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0103200007921000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуги по аттестации информационной системы персональных данных и передаче права на использование ПO Vip Net Client for Windows 4.x (КС2) (сеть 1274) для Министерства промышленности и торговли Республики Дагестан,МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РЕСПУБЛИКИ ДАГЕСТАН,/epz/organization/view/info.html?organizationId=1851678,"146 346,63 ₽",17.06.2021,01.07.2021,25.06.2021,8890627
0340200003321006884,/epz/order/notice/ea44/view/common-info.html?regNumber=0340200003321006884,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по проведению аттестации на соответствие требованиям безопасности информации Системы обеспечения вызовов экстренных оперативных служб по единому номеру «112» на базе единых дежурно-диспетчерских служб муниципальных образований Кировской области для обеспечения государственных нужд Кировской области,"КИРОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""",/epz/organization/view/info.html?organizationId=776610,"500 000,00 ₽",17.06.2021,05.07.2021,29.06.2021,8890627
0362300070921000065,/epz/order/notice/ea44/view/common-info.html?regNumber=0362300070921000065,Определение поставщика отменено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по продлению программных продуктов ""1С"" (лицензия ИТС ЦГУ)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ МУНИЦИПАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ"" НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА",/epz/organization/view/info.html?organizationId=778278,"263 772,00 ₽",19.06.2021,23.06.2021,28.06.2021,8890627
0809500000321001244,/epz/order/notice/ok504/view/common-info.html?regNumber=0809500000321001244,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",выполнение работ по созданию системы защиты информации информационной системы Территориального фонда обязательного медицинского страхования Республики Мордовия,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МОРДОВИЯ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""",/epz/organization/view/info.html?organizationId=2218323,"3 245 857,14 ₽",23.06.2021,22.07.2021,15.07.2021,8890627
0816500000621008408,/epz/order/notice/ea44/view/common-info.html?regNumber=0816500000621008408,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по метрологическому обслуживанию оборудования (проведению поверки средств измерений),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""",/epz/organization/view/info.html?organizationId=2225649,"294 576,00 ₽",25.06.2021,06.07.2021,05.07.2021,8890627
0354200024721000026,/epz/order/notice/ea44/view/common-info.html?regNumber=0354200024721000026,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Проведение аттестационных испытаний информационной системы «Портал СМЭВ 3» на соответствие требованиям безопасности информации ФСТЭК России,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ОРЛОВСКОЙ ОБЛАСТИ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""",/epz/organization/view/info.html?organizationId=627107,"498 666,67 ₽",01.07.2021,23.07.2021,15.07.2021,8890627
0848300048221000260,/epz/order/notice/ea44/view/common-info.html?regNumber=0848300048221000260,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуги по аттестации информационной системы администрации городского округа Истра,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК""",/epz/organization/view/info.html?organizationId=2149564,"105 933,33 ₽",05.07.2021,16.07.2021,13.07.2021,8890627
0362300070921000066,/epz/order/notice/ea44/view/common-info.html?regNumber=0362300070921000066,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по продлению программных продуктов ""1С"" (лицензия ИТС ЦГУ)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ МУНИЦИПАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ"" НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА",/epz/organization/view/info.html?organizationId=778278,"270 768,00 ₽",05.07.2021,20.07.2021,13.07.2021,8890627
0891200000621007148,/epz/order/notice/ea44/view/common-info.html?regNumber=0891200000621007148,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по аттестации информационных систем персональных данных ГКУ КЦЗН Забайкальского края (7362-ЭА),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""",/epz/organization/view/info.html?organizationId=2155081,"2 497 033,33 ₽",08.07.2021,19.07.2021,19.07.2021,8890627
0373100132021000005,/epz/order/notice/zk20/view/common-info.html?regNumber=0373100132021000005,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Услуги по аттестации информационных систем по требованиям защиты информации,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИНСТИТУТ ОЦЕНКИ КАЧЕСТВА ОБРАЗОВАНИЯ""",/epz/organization/view/info.html?organizationId=1872708,"1 174 656,00 ₽",19.07.2021,27.07.2021,26.07.2021,8890627
0372100053521000021,/epz/order/notice/zk20/view/common-info.html?regNumber=0372100053521000021,Определение поставщика завершено,"44-ФЗ
                                   Запрос котировок в электронной форме",Оказание комплекса услуг по аттестации на соответствие требованиям по безопасности АС «АП ФИС» Федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный экономический университет»,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ""",/epz/organization/view/info.html?organizationId=1796675,"222 825,00 ₽",29.07.2021,06.08.2021,05.08.2021,8890627
0178100000421000009,/epz/order/notice/ea44/view/common-info.html?regNumber=0178100000421000009,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",На оказание услуг по проведению контрольной проверки защищенности автоматизированного рабочего места суда Еврейской автономной области (в рамках ИКТ),СУД ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=779703,"150 000,00 ₽",30.07.2021,13.08.2021,10.08.2021,8890627
0833600000821000511,/epz/order/notice/ea44/view/common-info.html?regNumber=0833600000821000511,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по подтверждению соответствия информационных систем требованиям по безопасности информации,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКУПКАМИ""",/epz/organization/view/info.html?organizationId=2208145,"1 803 635,00 ₽",09.08.2021,18.08.2021,17.08.2021,8890627
0348200082821000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0348200082821000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг на разработку и внедрение региональной системы персонифицированного финансирования и персонифицированного учета дополнительного образования детей в рамках создания и функционирования модельного центра дополнительного образования детей,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ОБЛАСТНОЙ ЦЕНТР РАЗВИТИЯ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ И ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ ДЕТЕЙ И МОЛОДЕЖИ""",/epz/organization/view/info.html?organizationId=1119596,"2 966 600,00 ₽",14.08.2021,25.08.2021,25.08.2021,8890627
0273100000121000062,/epz/order/notice/ok504/view/common-info.html?regNumber=0273100000121000062,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме","Оказание услуг по сопровождению подсистемы ""Электронный документооборот"" АИС ПФР-2",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ-ПЕНСИОННЫЙ ФОНД РОССИЙСКОЙ ФЕДЕРАЦИИ,/epz/organization/view/info.html?organizationId=626342,"62 030 674,81 ₽",18.08.2021,09.09.2021,09.09.2021,8890627
0347200004221000083,/epz/order/notice/ea44/view/common-info.html?regNumber=0347200004221000083,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по проведению обследования информационных систем РАСЦО и КСЭОН Магаданской области,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЖАРНО-СПАСАТЕЛЬНЫЙ ЦЕНТР ГРАЖДАНСКОЙ ОБОРОНЫ, ЗАЩИТЫ НАСЕЛЕНИЯ, ТЕРРИТОРИЙ И ПОЖАРНОЙ БЕЗОПАСНОСТИ МАГАДАНСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=690918,"417 333,33 ₽",19.08.2021,31.08.2021,27.08.2021,8890627
0162300012021000028,/epz/order/notice/ea44/view/common-info.html?regNumber=0162300012021000028,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по проведению аттестации объектов автоматизации СПДН,АДМИНИСТРАЦИЯ НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА,/epz/organization/view/info.html?organizationId=721781,"570 000,00 ₽",24.08.2021,14.09.2021,13.09.2021,8890627
0891200000621009044,/epz/order/notice/ea44/view/common-info.html?regNumber=0891200000621009044,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по проведению обследования информационных систем (9231-ЭА),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""",/epz/organization/view/info.html?organizationId=2155081,"163 000,00 ₽",01.09.2021,10.09.2021,10.09.2021,8890627
0153100000721000030,/epz/order/notice/ea44/view/common-info.html?regNumber=0153100000721000030,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по аттестации помещений и автоматического рабочего места.,ОРЕНБУРГСКИЙ ОБЛАСТНОЙ СУД,/epz/organization/view/info.html?organizationId=614556,"138 616,67 ₽",10.09.2021,24.09.2021,20.09.2021,8890627
0152200004721001397,/epz/order/notice/ea44/view/common-info.html?regNumber=0152200004721001397,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по аудиту информационной инфраструктуры (Реестровый номер 21.32.1414),ГЛАВНОЕ УПРАВЛЕНИЕ КОНТРАКТНОЙ СИСТЕМЫ ОМСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=2168260,"942 666,67 ₽",14.09.2021,23.09.2021,22.09.2021,8890627
0301300247621001041,/epz/order/notice/ea44/view/common-info.html?regNumber=0301300247621001041,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Услуги по проведению аттестационных испытаний муниципальных информационных систем Администрации городского округа город Уфа Республики Башкортостан,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ КОНКУРСНЫХ ПРОЦЕДУР"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН",/epz/organization/view/info.html?organizationId=646064,"1 006 666,67 ₽",22.09.2021,06.10.2021,30.09.2021,8890627
