reg_number,href,stage,law,description,organization,organization_href,start_price,start_time,update_time,end_time,okpd2
0113100004621000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0113100004621000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание информационных услуг с использованием экземпляров Специальных Выпусков Системы КонсультантПлюс,СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ,/epz/organization/view/info.html?organizationId=624481,"533 500,00 ₽",21.01.2021,29.01.2021,29.01.2021,8890630
0369100026521000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0369100026521000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по установке и сопровождению
справочно-правовой системы",СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=671032,"124 273,67 ₽",21.01.2021,01.02.2021,29.01.2021,8890630
0369100026521000004,/epz/order/notice/ea44/view/common-info.html?regNumber=0369100026521000004,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг 
по сопровождению, технической поддержке и обновлению справочно-правовой
системы «Консультант Плюс»",СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=671032,"875 723,52 ₽",21.01.2021,01.02.2021,29.01.2021,8890630
0362300070921000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0362300070921000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению программных продуктов ""1С""","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ МУНИЦИПАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ"" НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА",/epz/organization/view/info.html?organizationId=778278,"169 880,00 ₽",22.01.2021,11.02.2021,11.02.2021,8890630
0875100006321000022,/epz/order/notice/ea44/view/common-info.html?regNumber=0875100006321000022,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание консультационных услуг по технической поддержке и сопровождению информационно-программных и технических средств автоматизированного учёта финансово-хозяйственной деятельности ""Парус-8""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ""",/epz/organization/view/info.html?organizationId=2128443,"1 644 200,00 ₽",25.01.2021,03.02.2021,02.02.2021,8890630
0375200054921000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0375200054921000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание консультационных услуг по технической поддержке и сопровождению информационно-програмнных и технических средств автоматизированного учета финансово-хозяйственной деятельности учреждения,установленного в ГБУЗ РК ""Феодосийский МЦ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""ФЕОДОСИЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР""",/epz/organization/view/info.html?organizationId=2148323,"1 600 000,00 ₽",25.01.2021,03.02.2021,02.02.2021,8890630
0204100000421000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0204100000421000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению программного продукта «1С: Предприятие 8,ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ,/epz/organization/view/info.html?organizationId=816223,"179 572,00 ₽",25.01.2021,02.02.2021,02.02.2021,8890630
0362300070921000007,/epz/order/notice/ea44/view/common-info.html?regNumber=0362300070921000007,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание информационных услуг с использованием экземпляров Системы КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ МУНИЦИПАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ"" НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА",/epz/organization/view/info.html?organizationId=778278,"455 234,30 ₽",25.01.2021,09.02.2021,04.02.2021,8890630
0135100005921000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0135100005921000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание консультативных услуг по комплексному информационному сопровождению (обслуживанию) бухгалтерских программных продуктов для нужд Следственного управления Следственного комитета Российской Федерации по Калининградской области,СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=810372,"126 000,00 ₽",25.01.2021,03.02.2021,02.02.2021,8890630
0345200019021000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0345200019021000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению системы КонсультантПлюс,"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ЭНЕРГОСБЕРЕЖЕНИЯ И ПОВЫШЕНИЯ ЭНЕРГОЭФФЕКТИВНОСТИ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=843031,"800 000,00 ₽",26.01.2021,03.02.2021,03.02.2021,8890630
0131100015821000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0131100015821000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Информационные услуги с использованием экземпляров Систем ""КонсультантПлюс"" на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у заказчика экземплярами Систем ""КонсультантПлюс""",СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОРОНЕЖСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=812619,"490 000,00 ₽",26.01.2021,04.02.2021,03.02.2021,8890630
0329300161521000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0329300161521000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по информационному сопровождению (обновлению) СПС ""КонсультантПлюс""","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ПОСЕЛЕНИЯ Г. ДУБОВКА ""ГОРОДСКОЕ ХОЗЯЙСТВО""",/epz/organization/view/info.html?organizationId=700217,"160 200,00 ₽",27.01.2021,05.02.2021,04.02.2021,8890630
0301100045321000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0301100045321000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению справочно-правовых систем (Консультант+),УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО ВЕТЕРИНАРНОМУ И ФИТОСАНИТАРНОМУ НАДЗОРУ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН,/epz/organization/view/info.html?organizationId=748204,"384 308,21 ₽",27.01.2021,11.02.2021,05.02.2021,8890630
0137200001221000045,/epz/order/notice/ea44/view/common-info.html?regNumber=0137200001221000045,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по техническую поддержку автоматизированной системы расчета тарифов на базе платформы 1С,МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=637279,"500 000,00 ₽",27.01.2021,05.02.2021,05.02.2021,8890630
0337400000221000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0337400000221000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Услуги по сопровождению программного комплекса ""Парус-Бюджет-7""","ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ ИМПЕРАТОРА АЛЕКСАНДРА I"" В Г. КАЛУГЕ",/epz/organization/view/info.html?organizationId=2204216,"100 000,00 ₽",28.01.2021,08.02.2021,08.02.2021,8890630
0484200000221000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0484200000221000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание комплекса услуг по консультационно-технологическому сопровождению комплекта программных продуктов ""1С""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА ""НАРЬЯН-МАРДОРРЕМСТРОЙ""",/epz/organization/view/info.html?organizationId=1152594,"167 750,00 ₽",28.01.2021,11.02.2021,09.02.2021,8890630
0372200008421000006,/epz/order/notice/ea44/view/common-info.html?regNumber=0372200008421000006,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по сопровождению программного обеспечения,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 28 КРАСНОСЕЛЬСКОГО РАЙОНА""",/epz/organization/view/info.html?organizationId=687800,"120 300,00 ₽",28.01.2021,05.02.2021,05.02.2021,8890630
0353100019121000001,/epz/order/notice/za44/view/common-info.html?regNumber=0353100019121000001,Определение поставщика завершено,"44-ФЗ
                                   Закрытый аукцион","Услуги по информационному обслуживанию справочно-правовых систем ранее установленной и используемой версии
программного продукта «Консультант Плюс»","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=815785,"333 060,00 ₽",29.01.2021,24.02.2021,08.02.2021,8890630
0353100019121000002,/epz/order/notice/za44/view/common-info.html?regNumber=0353100019121000002,Определение поставщика завершено,"44-ФЗ
                                   Закрытый аукцион","Услуги по комплексному информационно-технологическому  сопровождению и развитию автоматизированной информационной системы на базе конфигурации "" 1С:Бухгалтерия государственного учреждения, редакция 1.0 "" на технологической платформе ""1С:Предприятие 8.3""","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""",/epz/organization/view/info.html?organizationId=815785,"950 000,00 ₽",29.01.2021,24.02.2021,08.02.2021,8890630
0360300033221000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0360300033221000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг по информационному обслуживанию справочно-информационной системы «ГАРАНТ»,"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ ЛЕНИНСКОГО РАЙОНА ГОРОДА САРАТОВА""",/epz/organization/view/info.html?organizationId=646097,"145 443,30 ₽",29.01.2021,10.02.2021,08.02.2021,8890630
0180300001321000001,/epz/order/notice/ea44/view/common-info.html?regNumber=0180300001321000001,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Информационные услуги с использованием экземпляров системы КонсультантПлюс,ГОРОДСКОЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЕМ АДМИНИСТРАЦИИ ГОРОДА ЧЕРНОГОРСКА,/epz/organization/view/info.html?organizationId=623227,"186 150,00 ₽",01.02.2021,10.02.2021,09.02.2021,8890630
0375200030021000007,/epz/order/notice/ea44/view/common-info.html?regNumber=0375200030021000007,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание консультационных услуг по сопровождению и модификации (изменению программного кода) единого комплекса программных средств,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""",/epz/organization/view/info.html?organizationId=2140002,"480 000,00 ₽",01.02.2021,10.02.2021,09.02.2021,8890630
0345300121121000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0345300121121000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по поддержке информационных технологий, обеспечивающих бюджетный процесс, а именно: исполнение функций администратора муниципального образования в подсистемах «АЦК-Финансы» и «АЦК-«Планирование» в информационной системе ""Управление бюджетным процессом Ленинградской области"" (далее – ИС УБП ЛО), а также помощь в работе в новом финансовом 2021 году и консультирование по проблемам, возникающим между данными системами в Ломоносовском районе Ленинградской области","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННОГО И АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОГО ОБЕСПЕЧЕНИЯ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛОМОНОСОВСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ",/epz/organization/view/info.html?organizationId=809294,"812 000,00 ₽",01.02.2021,09.02.2021,09.02.2021,8890630
0373100018221000001,/epz/order/notice/ok504/view/common-info.html?regNumber=0373100018221000001,Определение поставщика завершено,"44-ФЗ
                                   Открытый конкурс в электронной форме",Информационно-технологическое обеспечение проведения первичной обработки результатов государственной итоговой аттестации в 2021 году,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ТЕСТИРОВАНИЯ""",/epz/organization/view/info.html?organizationId=624607,"10 662 000,00 ₽",01.02.2021,10.03.2021,26.02.2021,8890630
0372200225821000005,/epz/order/notice/ea44/view/common-info.html?regNumber=0372200225821000005,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион",Оказание консультационных услуг по методологии ведения бюджетного учета и услуг по работе с архивными копиями программных продуктов 1С,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 429 ПЕТРОДВОРЦОВОГО РАЙОНА САНКТ-ПЕТЕРБУРГА ИМЕНИ ГЕРОЯ РОССИЙСКОЙ ФЕДЕРАЦИИ М.Ю.МАЛОФЕЕВА,/epz/organization/view/info.html?organizationId=779938,"100 000,00 ₽",01.02.2021,15.02.2021,10.02.2021,8890630
0307200022321000003,/epz/order/notice/ea44/view/common-info.html?regNumber=0307200022321000003,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Информационные услуги с использованием экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у заказчика экземплярами Систем КонсультантПлюс","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КОМИ ""РЕСПУБЛИКАНСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА""",/epz/organization/view/info.html?organizationId=701522,"181 353,60 ₽",01.02.2021,10.02.2021,09.02.2021,8890630
0356200006321000004,/epz/order/notice/ea44/view/common-info.html?regNumber=0356200006321000004,Определение поставщика отменено,"44-ФЗ
                                   Электронный аукцион",Оказание услуг на системное администрирование  компьютерной техники,"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ПЕРМСКИЙ КРАЕВОЙ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР МЕДИЦИНЫ  КАТАСТРОФ""",/epz/organization/view/info.html?organizationId=619910,"448 800,00 ₽",01.02.2021,02.02.2021,10.02.2021,8890630
0118100011721000002,/epz/order/notice/ea44/view/common-info.html?regNumber=0118100011721000002,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание услуг по сопровождению справочно-правовых систем ""Консультант Плюс""",СЛЕДСТВЕННОЕ  УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КРАСНОДАРСКОМУ КРАЮ,/epz/organization/view/info.html?organizationId=814009,"958 866,70 ₽",01.02.2021,12.02.2021,09.02.2021,8890630
0165200000121000004,/epz/order/notice/ea44/view/common-info.html?regNumber=0165200000121000004,Определение поставщика завершено,"44-ФЗ
                                   Электронный аукцион","Оказание организационно-методических услуг по функционированию сети центров общественного доступа к сервисам электронного правительства, к государственным и муниципальным услугам в электронном виде",ДЕПАРТАМЕНТ ФИНАНСОВО-РЕСУРСНОГО ОБЕСПЕЧЕНИЯ АДМИНИСТРАЦИИ ТОМСКОЙ ОБЛАСТИ,/epz/organization/view/info.html?organizationId=615116,"500 000,00 ₽",01.02.2021,10.02.2021,09.02.2021,8890630
