reestr_number,href,stage,description,price,order_number,supplier1_organization,supplier1_inn,supplier2_organization,supplier2_inn,supplier3_organization,supplier3_inn,supplier4_organization,supplier4_inn,supplier5_organization,supplier5_inn
1772200082021000045,/epz/contract/contractCard/common-info.html?reestrNumber=1772200082021000045,Исполнение завершено,"№ 
                                        
                                        2ЭА44-2021","2 807 900,00 ₽",373100070621000002,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ В ОБРАЗОВАНИИ"" (ООО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ В ОБРАЗОВАНИИ"")",6234108642,,,,,,,,
2701724921421000025,/epz/contract/contractCard/common-info.html?reestrNumber=2701724921421000025,Исполнение,"№ 
                                        
                                        1244","7 550 000,00 ₽",865200000321000088,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ КОНСАЛТИНГ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ КОНСАЛТИНГ"")",5406628652,,,,,,,,
2890101721221000010,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000010,Исполнение завершено,"№ 
                                        
                                        14-2021","90 116,00 ₽",190200000321001065,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖРЕГИОНАЛЬНЫЙ КОНСАЛТИНГОВЫЙ ЦЕНТР ""АСТА-ИНФОРМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖРЕГИОНАЛЬНЫЙ КОНСАЛТИНГОВЫЙ ЦЕНТР ""АСТА-ИНФОРМ"")",7451266687,,,,,,,,
2575300721221000094,/epz/contract/contractCard/common-info.html?reestrNumber=2575300721221000094,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0084","5 000 000,00 ₽",154200000721000084,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ГАРАНТ-СЕРВИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ГАРАНТ-СЕРВИС"")",5753070373,,,,,,,,
1771053836421000007,/epz/contract/contractCard/common-info.html?reestrNumber=1771053836421000007,Исполнение,"№ 
                                        
                                        16-юр","17 200 000,00 ₽",173100008521000005,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ СОЦИАЛЬНЫЕ СИСТЕМЫ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ СОЦИАЛЬНЫЕ СИСТЕМЫ"")",7734692020,,,,,,,,
2532102626421000001,/epz/contract/contractCard/common-info.html?reestrNumber=2532102626421000001,Исполнение,"№ 
                                        
                                        3-2021","395 000,00 ₽",150200003921000087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ИНТЕГРИТИ""",9701085841,,,,,,,,
2301509334921000004,/epz/contract/contractCard/common-info.html?reestrNumber=2301509334921000004,Исполнение завершено,"№ 
                                        
                                        08255000007210000410001","10 032 680,00 ₽",825500000721000041,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙ-ДИ-БИ-ЭС""",6167141112,,,,,,,,
2890103836421000002,/epz/contract/contractCard/common-info.html?reestrNumber=2890103836421000002,Исполнение завершено,"№ 
                                        
                                        1884","1 200 000,00 ₽",190200000321001884,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ЦИФРОВАЯ КОМПАНИЯ ""КРИСТА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ЦИФРОВАЯ КОМПАНИЯ ""КРИСТА"")",7604350794,,,,,,,,
2201600388221000007,/epz/contract/contractCard/common-info.html?reestrNumber=2201600388221000007,Исполнение,"№ 
                                        
                                        ЭА/0906","20 458 415,00 ₽",194200000521000906,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКАЙ-БЮДЖЕТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКАЙ-БЮДЖЕТ"")",9717031182,,,,,,,,
1770989550921002069,/epz/contract/contractCard/common-info.html?reestrNumber=1770989550921002069,Исполнение,"№ 
                                        
                                        ФКУ0105/04/2021/РИС","280 000 000,00 ₽",895100000121000022,"АКЦИОНЕРНОЕ ОБЩЕСТВО ЛАБОРАТОРИЯ НОВЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""ЛАНИТ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ЛАБОРАТОРИЯ НОВЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""ЛАНИТ"")",7727004113,,,,,,,,
2312344604821000010,/epz/contract/contractCard/common-info.html?reestrNumber=2312344604821000010,Исполнение завершено,"№ 
                                        
                                        9","9 100 000,00 ₽",126200000421000780,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРИКС""",7727730355,,,,,,,,
1770902424421000016,/epz/contract/contractCard/common-info.html?reestrNumber=1770902424421000016,Исполнение,"№ 
                                        
                                        002/ФРЦ/21","11 600 000,00 ₽",373100016421000002,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИТРОСДЭЙТА РУС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИТРОСДЭЙТА РУС"")",7729660520,,,,,,,,
3666100466121000026,/epz/contract/contractCard/common-info.html?reestrNumber=3666100466121000026,Исполнение завершено,"№ 
                                        
                                        ДИ.2021.347","1 100 000,00 ₽",162300005321000347,"Общество с ограниченной ответственностью ""Компания Экстрим про"" (Общество с ограниченной ответственностью ""Компания Экстрим про"")",6670082930,,,,,,,,
2771963160021000102,/epz/contract/contractCard/common-info.html?reestrNumber=2771963160021000102,Исполнение завершено,"№ 
                                        
                                        0373200101021000038_ЭК","2 500 000,00 ₽",373200101021000038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ЗОЛЬД"" (ООО ""КОМПАНИЯ ЗОЛЬД"")",7709971862,,,,,,,,
3631580082021000008,/epz/contract/contractCard/common-info.html?reestrNumber=3631580082021000008,Исполнение завершено,"№ 
                                        
                                        15","566 805,50 ₽",342300000121000240,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЛАЙН"" (ООО ""СПЛАЙН"")",6313537877,,,,,,,,
2246619874421000012,/epz/contract/contractCard/common-info.html?reestrNumber=2246619874421000012,Исполнение завершено,"№ 
                                        
                                        212246619874424660100100380006201246","3 200 000,00 ₽",119200000121001285,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ"")",2463040452,,,,,,,,
2771482395821000016,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000016,Исполнение,"№ 
                                        
                                        69-Р-041/21","28 250 000,00 ₽",873500000621000006,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ФАКТОР ПАЧОЛИ"" (ООО ""ЦИТ ФАКТОР ПАЧОЛИ"")",7733304549,,,,,,,,
2150100317021000004,/epz/contract/contractCard/common-info.html?reestrNumber=2150100317021000004,Исполнение завершено,"№ 
                                        
                                        0310200000321000525_115151","500 000,00 ₽",310200000321000525,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР ""БАЗИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР ""БАЗИС"")",1326209313,,,,,,,,
1770656053621000025,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000025,Исполнение,"№ 
                                        
                                        0011-06-21","215 000 000,00 ₽",173100010921000011,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388,,,,,,,,
