reestr_number,href,stage,description,price,order_number
1771001099021000015,/epz/contract/contractCard/common-info.html?reestrNumber=1771001099021000015,Исполнение,"№ 
                                        
                                        0348100021021000004-0008931-01","9 800 000,00 ₽",348100021021000004
1780203042921000458,/epz/contract/contractCard/common-info.html?reestrNumber=1780203042921000458,Исполнение,"№ 
                                        
                                        03721000496210001810001","278 666,67 ₽",372100049621000181
1770640629121000077,/epz/contract/contractCard/common-info.html?reestrNumber=1770640629121000077,Исполнение,"№ 
                                        
                                        140-38/2021","5 500 000,00 ₽",173100009221000026
2212805451821000001,/epz/contract/contractCard/common-info.html?reestrNumber=2212805451821000001,Исполнение,"№ 
                                        
                                        01/2021","2 414 700,00 ₽",115200001121000309
2590222142321000010,/epz/contract/contractCard/common-info.html?reestrNumber=2590222142321000010,Исполнение,"№ 
                                        
                                        4/ОК-2021","57 147 666,62 ₽",156200009921000096
1770153780821000027,/epz/contract/contractCard/common-info.html?reestrNumber=1770153780821000027,Исполнение,"№ 
                                        
                                        Ф-11-кс-2021","23 520 000,00 ₽",173100003121000006
3165515110821000023,/epz/contract/contractCard/common-info.html?reestrNumber=3165515110821000023,Исполнение,"№ 
                                        
                                        1-ЭОК","31 479 000,00 ₽",811300008321000051
1770656053621000020,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000020,Исполнение,"№ 
                                        
                                        0009-05-21","9 990 000,00 ₽",173100010921000009
2344405932221000006,/epz/contract/contractCard/common-info.html?reestrNumber=2344405932221000006,Исполнение,"№ 
                                        
                                        1873813","919 154,00 ₽",329200062221000794
3470308364021000014,/epz/contract/contractCard/common-info.html?reestrNumber=3470308364021000014,Исполнение,"№ 
                                        
                                        0145300005221000036","310 000,00 ₽",145300005221000036
2890101721221000015,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000015,Исполнение завершено,"№ 
                                        
                                        19-2021","985 277,50 ₽",190200000321001720
2667111350021000002,/epz/contract/contractCard/common-info.html?reestrNumber=2667111350021000002,Исполнение,"№ 
                                        
                                        01622000055210000020001","810 000,00 ₽",162200005521000002
1770823463321000007,/epz/contract/contractCard/common-info.html?reestrNumber=1770823463321000007,Исполнение,"№ 
                                        
                                        02-21ЭК","221 073 333,33 ₽",173100011221000002
3250400178321000010,/epz/contract/contractCard/common-info.html?reestrNumber=3250400178321000010,Исполнение завершено,"№ 
                                        
                                        903/048-06/21","585 550,00 ₽",120300012721000044
1770335022721000005,/epz/contract/contractCard/common-info.html?reestrNumber=1770335022721000005,Исполнение,"№ 
                                        
                                        1","145 000 000,00 ₽",373100051621000001
2100104306221000004,/epz/contract/contractCard/common-info.html?reestrNumber=2100104306221000004,Исполнение,"№ 
                                        
                                        2аэф-21","3 375 272,49 ₽",306200012121000002
2100104306221000005,/epz/contract/contractCard/common-info.html?reestrNumber=2100104306221000005,Исполнение завершено,"№ 
                                        
                                        3аэф-21","6 009 534,12 ₽",306200012121000003
2380817182021000008,/epz/contract/contractCard/common-info.html?reestrNumber=2380817182021000008,Исполнение,"№ 
                                        
                                        ЭА.06.2021","2 800 000,00 ₽",134200000121000720
3502205440021000009,/epz/contract/contractCard/common-info.html?reestrNumber=3502205440021000009,Исполнение завершено,"№ 
                                        
                                        08483000411210000280001","449 467,92 ₽",848300041121000028
2170104889121000006,/epz/contract/contractCard/common-info.html?reestrNumber=2170104889121000006,Исполнение завершено,"№ 
                                        
                                        2021.0692","417 900,00 ₽",112200000821000692
2344416428521000009,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000009,Исполнение,"№ 
                                        
                                        32-21","3 085 000,00 ₽",129200005321000315
2298300930721000025,/epz/contract/contractCard/common-info.html?reestrNumber=2298300930721000025,Исполнение завершено,"№ 
                                        
                                        0884200000621000009","2 673 000,00 ₽",884200000621000009
2230803001921000013,/epz/contract/contractCard/common-info.html?reestrNumber=2230803001921000013,Исполнение,"№ 
                                        
                                        21","3 300 000,00 ₽",818500000821001005
2301509334921000004,/epz/contract/contractCard/common-info.html?reestrNumber=2301509334921000004,Исполнение завершено,"№ 
                                        
                                        08255000007210000410001","10 032 680,00 ₽",825500000721000041
2890103836421000002,/epz/contract/contractCard/common-info.html?reestrNumber=2890103836421000002,Исполнение завершено,"№ 
                                        
                                        1884","1 200 000,00 ₽",190200000321001884
2201600388221000007,/epz/contract/contractCard/common-info.html?reestrNumber=2201600388221000007,Исполнение,"№ 
                                        
                                        ЭА/0906","20 458 415,00 ₽",194200000521000906
1770989550921002069,/epz/contract/contractCard/common-info.html?reestrNumber=1770989550921002069,Исполнение,"№ 
                                        
                                        ФКУ0105/04/2021/РИС","280 000 000,00 ₽",895100000121000022
2312344604821000010,/epz/contract/contractCard/common-info.html?reestrNumber=2312344604821000010,Исполнение завершено,"№ 
                                        
                                        9","9 100 000,00 ₽",126200000421000780
1770902424421000016,/epz/contract/contractCard/common-info.html?reestrNumber=1770902424421000016,Исполнение,"№ 
                                        
                                        002/ФРЦ/21","11 600 000,00 ₽",373100016421000002
3666100466121000026,/epz/contract/contractCard/common-info.html?reestrNumber=3666100466121000026,Исполнение завершено,"№ 
                                        
                                        ДИ.2021.347","1 100 000,00 ₽",162300005321000347
2771963160021000102,/epz/contract/contractCard/common-info.html?reestrNumber=2771963160021000102,Исполнение завершено,"№ 
                                        
                                        0373200101021000038_ЭК","2 500 000,00 ₽",373200101021000038
3631580082021000008,/epz/contract/contractCard/common-info.html?reestrNumber=3631580082021000008,Исполнение завершено,"№ 
                                        
                                        15","566 805,50 ₽",342300000121000240
2246619874421000012,/epz/contract/contractCard/common-info.html?reestrNumber=2246619874421000012,Исполнение завершено,"№ 
                                        
                                        212246619874424660100100380006201246","3 200 000,00 ₽",119200000121001285
2771482395821000016,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000016,Исполнение,"№ 
                                        
                                        69-Р-041/21","28 250 000,00 ₽",873500000621000006
2150100317021000004,/epz/contract/contractCard/common-info.html?reestrNumber=2150100317021000004,Исполнение завершено,"№ 
                                        
                                        0310200000321000525_115151","500 000,00 ₽",310200000321000525
1770656053621000025,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000025,Исполнение,"№ 
                                        
                                        0011-06-21","215 000 000,00 ₽",173100010921000011
1890102475621000050,/epz/contract/contractCard/common-info.html?reestrNumber=1890102475621000050,Исполнение завершено,"№ 
                                        
                                        87","410 105,76 ₽",390100007821000001
2770203815021000383,/epz/contract/contractCard/common-info.html?reestrNumber=2770203815021000383,Исполнение завершено,"№ 
                                        
                                        0173200001421000287","265 562 723,88 ₽",173200001421000287
2890101721221000018,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000018,Исполнение завершено,"№ 
                                        
                                        25-2021","27 968 700,78 ₽",190200000321002159
2550307934121000013,/epz/contract/contractCard/common-info.html?reestrNumber=2550307934121000013,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0119","5 710 000,00 ₽",152200004721000119
2344414509921000018,/epz/contract/contractCard/common-info.html?reestrNumber=2344414509921000018,Исполнение,"№ 
                                        
                                        53-21","12 300 450,00 ₽",129200005321000360
1771053836421000011,/epz/contract/contractCard/common-info.html?reestrNumber=1771053836421000011,Исполнение,"№ 
                                        
                                        27-юр","457 000 000,00 ₽",173100008521000006
2246503513721000119,/epz/contract/contractCard/common-info.html?reestrNumber=2246503513721000119,Исполнение завершено,"№ 
                                        
                                        0119200000121001410","1 091 866,67 ₽",119200000121001410
2780204545721000035,/epz/contract/contractCard/common-info.html?reestrNumber=2780204545721000035,Исполнение завершено,"№ 
                                        
                                        03722000409210000300001","149 970,00 ₽",372200040921000030
2682901896321000002,/epz/contract/contractCard/common-info.html?reestrNumber=2682901896321000002,Исполнение,"№ 
                                        
                                        0164200003021000647_47175","15 900 000,00 ₽",164200003021000647
3500800179921000009,/epz/contract/contractCard/common-info.html?reestrNumber=3500800179921000009,Исполнение,"№ 
                                        
                                        16-22.2021","360 000,00 ₽",848300057121000022
2165542739521000043,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000043,Исполнение,"№ 
                                        
                                        2021.007","3 102 750,00 ₽",811500001121000007
1027500646221000050,/epz/contract/contractCard/common-info.html?reestrNumber=1027500646221000050,Исполнение,"№ 
                                        
                                        128","1 386 840,00 ₽",101100000921000027
2344414509921000020,/epz/contract/contractCard/common-info.html?reestrNumber=2344414509921000020,Исполнение,"№ 
                                        
                                        55-21","4 150 000,00 ₽",129200005321000382
2771482395821000024,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000024,Исполнение прекращено,"№ 
                                        
                                        69-Р-050/21","78 700 000,00 ₽",173200001421000312
2770135608621000050,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000050,Исполнение,"№ 
                                        
                                        50/05/21","65 000 000,00 ₽",173200001421000313
2470307759721000007,/epz/contract/contractCard/common-info.html?reestrNumber=2470307759721000007,Исполнение завершено,"№ 
                                        
                                        21000006","1 430 000,00 ₽",345200005921000006
2263680575921000011,/epz/contract/contractCard/common-info.html?reestrNumber=2263680575921000011,Исполнение,"№ 
                                        
                                        10/21-ОЭК","1 591 300,00 ₽",821200001521000003
3450102003721000005,/epz/contract/contractCard/common-info.html?reestrNumber=3450102003721000005,Исполнение,"№ 
                                        
                                        08435000002210005820001","747 576,00 ₽",843500000221000582
3861901488521000066,/epz/contract/contractCard/common-info.html?reestrNumber=3861901488521000066,Исполнение завершено,"№ 
                                        
                                        01873000017210000940001","130 539,99 ₽",187300001721000094
2890101721221000019,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000019,Исполнение завершено,"№ 
                                        
                                        26-2021","361 593,75 ₽",190200000321002440
3861400732321000004,/epz/contract/contractCard/common-info.html?reestrNumber=3861400732321000004,Исполнение,"№ 
                                        
                                        55/21","7 300 000,00 ₽",187300003221000054
2673200542421000001,/epz/contract/contractCard/common-info.html?reestrNumber=2673200542421000001,Исполнение,"№ 
                                        
                                        001","230 000,00 ₽",163200000321001254
1784246167921000300,/epz/contract/contractCard/common-info.html?reestrNumber=1784246167921000300,Исполнение,"№ 
                                        
                                        84/2021-ЭА","5 641 650,00 ₽",372100052921000089
1781502228821000087,/epz/contract/contractCard/common-info.html?reestrNumber=1781502228821000087,Исполнение,"№ 
                                        
                                        17-21/ЭА","300 000,00 ₽",372100033821000037
1770540134021001500,/epz/contract/contractCard/common-info.html?reestrNumber=1770540134021001500,Исполнение,"№ 
                                        
                                        0373100128521000141","180 000 000,00 ₽",373100128521000141
2753601057121000006,/epz/contract/contractCard/common-info.html?reestrNumber=2753601057121000006,Исполнение завершено,"№ 
                                        
                                        2386-ЭА","1 000 000,00 ₽",891200000621002301
2623411959521000006,/epz/contract/contractCard/common-info.html?reestrNumber=2623411959521000006,Исполнение завершено,"№ 
                                        
                                        18/2021","1 969 933,33 ₽",859200001121002143
2771402996021000038,/epz/contract/contractCard/common-info.html?reestrNumber=2771402996021000038,Исполнение завершено,"№ 
                                        
                                        0373200020221000032_49674","4 496 666,67 ₽",373200020221000032
2770376666621000010,/epz/contract/contractCard/common-info.html?reestrNumber=2770376666621000010,Исполнение завершено,"№ 
                                        
                                        27-03/21","934 249,00 ₽",173500000421000026
1732500169821000017,/epz/contract/contractCard/common-info.html?reestrNumber=1732500169821000017,Исполнение завершено,"№ 
                                        
                                        0368100013821000003","620 000,00 ₽",368100013821000003
1770989550921002362,/epz/contract/contractCard/common-info.html?reestrNumber=1770989550921002362,Исполнение завершено,"№ 
                                        
                                        ФКУ0121/04/2021/РИС","134 900 000,00 ₽",895100000121000028
1590229380521000094,/epz/contract/contractCard/common-info.html?reestrNumber=1590229380521000094,Исполнение прекращено,"№ 
                                        
                                        92","1 444 866,33 ₽",356100029621000024
2165904802021000077,/epz/contract/contractCard/common-info.html?reestrNumber=2165904802021000077,Исполнение,"№ 
                                        
                                        013","1 562 100,00 ₽",311200046521000013
2890101740621000004,/epz/contract/contractCard/common-info.html?reestrNumber=2890101740621000004,Исполнение,"№ 
                                        
                                        89-09-01-13/22 ДЭ","6 883 500,00 ₽",190200000321002636
2526094147121000007,/epz/contract/contractCard/common-info.html?reestrNumber=2526094147121000007,Исполнение,"№ 
                                        
                                        3ЭК-21","13 739 239,00 ₽",832200006621000136
2470312595621000021,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000021,Исполнение завершено,"№ 
                                        
                                        1404","55 000 000,00 ₽",145200000421000272
2450112538221000012,/epz/contract/contractCard/common-info.html?reestrNumber=2450112538221000012,Исполнение завершено,"№ 
                                        
                                        08435000002210006480001","106 133,34 ₽",843500000221000648
2332802376621000007,/epz/contract/contractCard/common-info.html?reestrNumber=2332802376621000007,Исполнение,"№ 
                                        
                                        0128200000121001979_354822","6 000 000,00 ₽",128200000121001979
2614101896421000017,/epz/contract/contractCard/common-info.html?reestrNumber=2614101896421000017,Исполнение,"№ 
                                        
                                        124/ЭА","181 287,00 ₽",358200027321000013
2782566168521000154,/epz/contract/contractCard/common-info.html?reestrNumber=2782566168521000154,Исполнение,"№ 
                                        
                                        0372200168121000091-01","1 299 600,00 ₽",372200168121000091
2614001853821000022,/epz/contract/contractCard/common-info.html?reestrNumber=2614001853821000022,Исполнение,"№ 
                                        
                                        03582000166210000170001","311 334,00 ₽",358200016621000017
1253900832421000027,/epz/contract/contractCard/common-info.html?reestrNumber=1253900832421000027,Исполнение,"№ 
                                        
                                        008-А/21","790 889,40 ₽",320400000421000012
3165515110821000022,/epz/contract/contractCard/common-info.html?reestrNumber=3165515110821000022,Исполнение завершено,"№ 
                                        
                                        2021.1","882 000,00 ₽",811300008321000093
1770153780821000028,/epz/contract/contractCard/common-info.html?reestrNumber=1770153780821000028,Исполнение,"№ 
                                        
                                        Ф-12-кс-2021","19 300 000,00 ₽",173100003121000007
2860200080621000074,/epz/contract/contractCard/common-info.html?reestrNumber=2860200080621000074,Исполнение завершено,"№ 
                                        
                                        0013","2 550 000,00 ₽",387200000321000013
1504003671821000018,/epz/contract/contractCard/common-info.html?reestrNumber=1504003671821000018,Исполнение завершено,"№ 
                                        
                                        0348100029721000021","989 457,66 ₽",348100029721000021
1781502228821000088,/epz/contract/contractCard/common-info.html?reestrNumber=1781502228821000088,Исполнение,"№ 
                                        
                                        65-21/ЭА","750 000,00 ₽",372100033821000042
2165542739521000041,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000041,Исполнение,"№ 
                                        
                                        2021.010","3 840 931,50 ₽",811500001121000010
